,raw,clean,lemmas,color,gender
7202,MeeMee 100% Cotton Small Sleeping Mat Mat Baby Mattress Set with Mosquito Net,meemee 100 cotton small sleeping mat mat baby mattress set with mosquito net,meemee 100 cotton small sleeping mat mat baby mattress set with mosquito net,[],['baby']
7203,Fab Nisa Self Design Women's Straight Kurta,fab nisa self design womens straight kurta,fab nisa self design woman straight kurta,[],['woman']
7204,Fab Nisa Solid Women's Straight Kurta,fab nisa solid womens straight kurta,fab nisa solid woman straight kurta,[],['woman']
7205,KANCHOO V-Neck Women's Blouse,kanchoo vneck womens blouse,kanchoo vneck woman blouse,[],['woman']
7206,HUNYBUNI V-Neck Women's Blouse,hunybuni vneck womens blouse,hunybuni vneck woman blouse,[],['woman']
7207,ABIDA V-Neck Women's Blouse,abida vneck womens blouse,abida vneck woman blouse,[],['woman']
7208,HUNYBUNI Round Neck Women's Blouse,hunybuni round neck womens blouse,hunybuni round neck woman blouse,[],['woman']
7209,I-Voc Men's Printed Casual Shirt,ivoc mens printed casual shirt,ivoc men printed casual shirt,[],[]
7210,Bleu Men's Solid Casual Shirt,bleu mens solid casual shirt,bleu men solid casual shirt,[],[]
7211,Bleu Men's Checkered Casual Shirt,bleu mens checkered casual shirt,bleu men checkered casual shirt,[],[]
7212,Sarah Stylish Hair Claw,sarah stylish hair claw,sarah stylish hair claw,[],[]
7213,Wonderchef Windsor Roaster 26cm Pot 3.4 L,wonderchef windsor roaster 26cm pot 34 l,wonderchef windsor roaster 26cm pot 34 l,[],[]
7214,Kushies baby Baby Girl's Shrug,kushies baby baby girls shrug,kushies baby baby girl shrug,[],"['girl', 'baby']"
7215,Anuradha Art ZBF-263 Hair Clip,anuradha art zbf263 hair clip,anuradha art zbf263 hair clip,[],[]
7216,Ivon 208 Hair Straightener,ivon 208 hair straightener,ivon 208 hair straightener,[],[]
7217,My Look KBSB-05-Beige-41 Bellies,my look kbsb05beige41 bellies,my look kbsb05beige41 belly,[],[]
7218,rainfun Kidsumbrella08 Umbrella,rainfun kidsumbrella08 umbrella,rainfun kidsumbrella08 umbrella,[],[]
7219,rainfun Kidsumbrella05 Umbrella,rainfun kidsumbrella05 umbrella,rainfun kidsumbrella05 umbrella,[],[]
7220,C9 Solid Women's Round Neck Pink T-Shirt,c9 solid womens round neck pink tshirt,c9 solid woman round neck pink tshirt,['pink'],['woman']
7221,"Go India Store Solid Women's Polo Neck Red, Black T-Shirt",go india store solid womens polo neck red black tshirt,go india store solid woman polo neck red black tshirt,"['black', 'red']",['woman']
7222,Gee & Bee Girl's Pyjama,gee  bee girls pyjama,gee bee girl pyjama,[],['girl']
7223,PURYS Printed Women's Round Neck Pink T-Shirt,purys printed womens round neck pink tshirt,purys printed woman round neck pink tshirt,['pink'],['woman']
7224,Yepme Graphic Print Women's V-neck Purple T-Shirt,yepme graphic print womens vneck purple tshirt,yepme graphic print woman vneck purple tshirt,['purple'],['woman']
7225,SHOPRIDER DESGINER MOUSEPAD-556 Mousepad,shoprider desginer mousepad556 mousepad,shoprider desginer mousepad556 mousepad,[],[]
7226,Yepme Graphic Print Women's V-neck Orange T-Shirt,yepme graphic print womens vneck orange tshirt,yepme graphic print woman vneck orange tshirt,['orange'],['woman']
7227,Wow! Baby Girl's Gathered Yellow Dress,wow baby girls gathered yellow dress,wow baby girl gathered yellow dress,['yellow'],"['girl', 'baby']"
7228,MIb Refill Blush for Makeup Assortment No 05,mib refill blush for makeup assortment no 05,mib refill blush for makeup assortment no 05,[],[]
7229,"CHOCOBERRY Baby Girl's Printed White, Dark Blue Top, Capri & Shorts Set",chocoberry baby girls printed white dark blue top capri  shorts set,chocoberry baby girl printed white dark blue top capri short set,"['white', 'blue']","['girl', 'baby']"
7230,CLUB YORK Printed Women's Round Neck Purple T-Shirt,club york printed womens round neck purple tshirt,club york printed woman round neck purple tshirt,['purple'],['woman']
7231,Importwala French look everyday wall planter- green Plant Container Set,importwala french look everyday wall planter green plant container set,importwala french look everyday wall planter green plant container set,['green'],[]
7232,Lilliput Solid Baby Boy's Blue Cargo Shorts,lilliput solid baby boys blue cargo shorts,lilliput solid baby boy blue cargo short,['blue'],"['boy', 'baby']"
7233,Yepme Graphic Print Women's V-neck Red T-Shirt,yepme graphic print womens vneck red tshirt,yepme graphic print woman vneck red tshirt,['red'],['woman']
7234,Chipchop Baby Girl's Empire Waist Blue Dress,chipchop baby girls empire waist blue dress,chipchop baby girl empire waist blue dress,['blue'],"['girl', 'baby']"
7235,C9 Printed Women's Round Neck Blue T-Shirt,c9 printed womens round neck blue tshirt,c9 printed woman round neck blue tshirt,['blue'],['woman']
7236,Yepme Graphic Print Women's Scoop Neck Pink T-Shirt,yepme graphic print womens scoop neck pink tshirt,yepme graphic print woman scoop neck pink tshirt,['pink'],['woman']
7237,Jacadi Paris Baby Girl's Gathered Dark Blue Dress,jacadi paris baby girls gathered dark blue dress,jacadi paris baby girl gathered dark blue dress,['blue'],"['girl', 'baby']"
7238,C9 Checkered Women's V-neck Blue T-Shirt,c9 checkered womens vneck blue tshirt,c9 checkered woman vneck blue tshirt,['blue'],['woman']
7239,Kawachi Outdoor Sports Night Vision Driving Yellow Sunglass Plus White Transparent Motorcycle Goggles,kawachi outdoor sports night vision driving yellow sunglass plus white transparent motorcycle goggles,kawachi outdoor sport night vision driving yellow sunglass plus white transparent motorcycle goggles,"['yellow', 'white']",[]
7240,Yepme Graphic Print Women's V-neck Blue T-Shirt,yepme graphic print womens vneck blue tshirt,yepme graphic print woman vneck blue tshirt,['blue'],['woman']
7241,Jacadi Paris Baby Girl's Gathered Multicolor Dress,jacadi paris baby girls gathered multicolor dress,jacadi paris baby girl gathered multicolor dress,[],"['girl', 'baby']"
7242,Andrew Christian Men's Brief,andrew christian mens brief,andrew christian men brief,[],[]
7243,Tiny Toon Girl's Gathered Red Dress,tiny toon girls gathered red dress,tiny toon girl gathered red dress,['red'],['girl']
7244,"Go India Store Solid Women's Polo Neck Black, Dark Blue T-Shirt",go india store solid womens polo neck black dark blue tshirt,go india store solid woman polo neck black dark blue tshirt,"['black', 'blue']",['woman']
7245,Wow! Baby Girl's Gathered Pink Dress,wow baby girls gathered pink dress,wow baby girl gathered pink dress,['pink'],"['girl', 'baby']"
7246,Wow! Baby Girl's Gathered Red Dress,wow baby girls gathered red dress,wow baby girl gathered red dress,['red'],"['girl', 'baby']"
7247,Jacadi Paris Baby Girl's Gathered Blue Dress,jacadi paris baby girls gathered blue dress,jacadi paris baby girl gathered blue dress,['blue'],"['girl', 'baby']"
7248,FS Mini Klub Printed Baby Boy's Multicolor Basic Shorts,fs mini klub printed baby boys multicolor basic shorts,f mini klub printed baby boy multicolor basic short,[],"['boy', 'baby']"
7249,Axcess KF02-006 67mm Petal Plastic  Lens Hood,axcess kf02006 67mm petal plastic  lens hood,axcess kf02006 67mm petal plastic lens hood,[],[]
7250,Deepvan delux quality puri press Roti/Khakhra Maker,deepvan delux quality puri press rotikhakhra maker,deepvan delux quality puri press rotikhakhra maker,[],[]
7251,FIFO Bottom Women's  Combo,fifo bottom womens  combo,fifo bottom woman combo,[],['woman']
7252,Mom & Me Solid Baby Girl's Track Pants,mom  me solid baby girls track pants,mom me solid baby girl track pant,[],"['girl', 'baby']"
7253,RIANZ New Fashion Moonlight Gem Stone Flower Fabric Necklace,rianz new fashion moonlight gem stone flower fabric necklace,rianz new fashion moonlight gem stone flower fabric necklace,[],[]
7254,Polaroid .43X Hd Wide Angle Lens 52Mm  Lens,polaroid 43x hd wide angle lens 52mm  lens,polaroid 43x hd wide angle lens 52mm lens,[],[]
7255,Geol Wooden Wet and Dry Broom,geol wooden wet and dry broom,geol wooden wet and dry broom,[],[]
7256,Newdort Usb Charger Full Charging Pad,newdort usb charger full charging pad,newdort usb charger full charging pad,[],[]
7257,Bajya Attractive 24K Yellow Gold Plated Brass Chain,bajya attractive 24k yellow gold plated brass chain,bajya attractive 24k yellow gold plated brass chain,"['yellow', 'gold']",[]
7258,Himmlisch 20503 Car Bottle Holder,himmlisch 20503 car bottle holder,himmlisch 20503 car bottle holder,[],[]
7259,Pollo Slip On,pollo slip on,pollo slip on,[],[]
7260,Himmlisch 20881 Car Bottle Holder,himmlisch 20881 car bottle holder,himmlisch 20881 car bottle holder,[],[]
7261,SHOPRIDER DESGINER MOUSEPAD-971 Mousepad,shoprider desginer mousepad971 mousepad,shoprider desginer mousepad971 mousepad,[],[]
7262,Kozdiko Premium Quality Centre Console Black Color RMA8 Car Armrest,kozdiko premium quality centre console black color rma8 car armrest,kozdiko premium quality centre console black color rma8 car armrest,['black'],[]
7263,Sunlast 16 inch Laptop Backpack,sunlast 16 inch laptop backpack,sunlast 16 inch laptop backpack,[],[]
7264,CHKOKKO Alloy Chain,chkokko alloy chain,chkokko alloy chain,[],[]
7265,Bajya Apna Yellow Gold Plated Brass Chain,bajya apna yellow gold plated brass chain,bajya apna yellow gold plated brass chain,"['yellow', 'gold']",[]
7266,V&G Professional HD-36 Hair Dryer,vg professional hd36 hair dryer,vg professional hd36 hair dryer,[],[]
7267,V&G Professional HD-37 Hair Dryer,vg professional hd37 hair dryer,vg professional hd37 hair dryer,[],[]
7268,Little Kangaroos Casual Sleeveless Striped Girl's Top,little kangaroos casual sleeveless striped girls top,little kangaroo casual sleeveless striped girl top,[],['girl']
7269,"Nike 684658-003 Training & Gym Shoes, Running Shoes",nike 684658003 training  gym shoes running shoes,nike 684658003 training gym shoe running shoe,[],[]
7270,Lee Parke Running Shoes,lee parke running shoes,lee parke running shoe,[],[]
7271,Beebay Printed Baby Girl's Jumpsuit,beebay printed baby girls jumpsuit,beebay printed baby girl jumpsuit,[],"['girl', 'baby']"
7272,Lee Parke Walking Shoes,lee parke walking shoes,lee parke walking shoe,[],[]
7273,VASTRAM Casual Sleeveless Solid Girl's Top,vastram casual sleeveless solid girls top,vastram casual sleeveless solid girl top,[],['girl']
7274,Anuradha Art Stylish Hair Clip,anuradha art stylish hair clip,anuradha art stylish hair clip,[],[]
7275,"Shonaya Self Design, Printed Fashion Synthetic Georgette Sari",shonaya self design printed fashion synthetic georgette sari,shonaya self design printed fashion synthetic georgette sari,[],[]
7276,Shopmania Printed-DESN-1299 Ceramic Mug,shopmania printeddesn1299 ceramic mug,shopmania printeddesn1299 ceramic mug,[],[]
7277,Shonaya Printed Bhagalpuri Art Silk Sari,shonaya printed bhagalpuri art silk sari,shonaya printed bhagalpuri art silk sari,[],[]
7278,JUSF2 Black Color Hair Band,jusf2 black color hair band,jusf2 black color hair band,['black'],[]
7279,Poshuis Solid Men's Round Neck T-Shirt,poshuis solid mens round neck tshirt,poshuis solid men round neck tshirt,[],[]
7280,Posh 7 Solid Men's Round Neck T-Shirt,posh 7 solid mens round neck tshirt,posh 7 solid men round neck tshirt,[],[]
7281,aadi Casuals,aadi casuals,aadi casuals,[],[]
7282,Tennis Tennis Sports Shoes Running Shoes,tennis tennis sports shoes running shoes,tennis tennis sport shoe running shoe,[],[]
7283,Sonaxo Men Running Shoes,sonaxo men running shoes,sonaxo men running shoe,[],[]
7284,AapnoCrafts Acrylic Photo Frame,aapnocrafts acrylic photo frame,aapnocrafts acrylic photo frame,[],[]
7285,Tangerine Crystal Brooch,tangerine crystal brooch,tangerine crystal brooch,[],[]
7286,Mentiezi Red Flower Brooch,mentiezi red flower brooch,mentiezi red flower brooch,['red'],[]
7287,Silver Shoppee My love Brooch,silver shoppee my love brooch,silver shoppee my love brooch,['silver'],[]
7288,next steps Baby Girl's Printed Top & Pyjama Set,next steps baby girls printed top  pyjama set,next step baby girl printed top pyjama set,[],"['girl', 'baby']"
7289,Golden Peacock Silver Plated Black Floral Shaped Brooch,golden peacock silver plated black floral shaped brooch,golden peacock silver plated black floral shaped brooch,"['silver', 'black']",[]
7290,Anuradha Art Silver Polished Brooch,anuradha art silver polished brooch,anuradha art silver polished brooch,['silver'],[]
7291,NammaBaby Baby Girl's Animal Print Top & Pyjama Set,nammababy baby girls animal print top  pyjama set,nammababy baby girl animal print top pyjama set,[],"['girl', 'baby']"
7292,Quechua Forclaz 22 Air Backpack,quechua forclaz 22 air backpack,quechua forclaz 22 air backpack,[],[]
7293,"Johareez 9.40 Grams White Cubic Zircon, White Synthetic Pearl & Violet Glass Black & White Enamel Gold Plated Brass Peacock Shape Brooch Brooch",johareez 940 grams white cubic zircon white synthetic pearl  violet glass black  white enamel gold plated brass peacock shape brooch brooch,johareez 940 gram white cubic zircon white synthetic pearl violet glass black white enamel gold plated brass peacock shape brooch brooch,"['black', 'gold', 'white', 'violet']",[]
7294,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 14 Brooch",outdazzle designer mustache for mens suit jackets shirts  bags lapel pin 14 brooch,outdazzle designer mustache for men suit jacket shirt bag lapel pin 14 brooch,[],[]
7295,Mentiezi Black Flower with Green Leave Brooch,mentiezi black flower with green leave brooch,mentiezi black flower with green leave brooch,"['green', 'black']",[]
7296,Samaa S-0003 Brooch,samaa s0003 brooch,samaa s0003 brooch,[],[]
7297,Ruvee Marwari Tika Brooch,ruvee marwari tika brooch,ruvee marwari tika brooch,[],[]
7298,"Outdazzle Designer Mustache for Men's Suit, Jackets, Shirts & Bags Lapel pin 12 Brooch",outdazzle designer mustache for mens suit jackets shirts  bags lapel pin 12 brooch,outdazzle designer mustache for men suit jacket shirt bag lapel pin 12 brooch,[],[]
7299,Avaron Projekt Black Moustache With Swarovski Detailing Brooch,avaron projekt black moustache with swarovski detailing brooch,avaron projekt black moustache with swarovski detailing brooch,['black'],[]
7300,Mothercare Printed Round Neck T-Shirt,mothercare printed round neck tshirt,mothercare printed round neck tshirt,[],[]
7301,B R TRADING AYRA JEWEL Brooch,b r trading ayra jewel brooch,b r trading ayra jewel brooch,[],[]
7302,Senterlan 2333,senterlan 2333,senterlan 2333,[],[]
7303,WI Retail Mary Brooch,wi retail mary brooch,wi retail mary brooch,[],[]
7304,Anuradha Art Antique Golden Polished Brooch,anuradha art antique golden polished brooch,anuradha art antique golden polished brooch,[],[]
7305,Avaron Projekt Crown With White Stone Detailing Brooch,avaron projekt crown with white stone detailing brooch,avaron projekt crown with white stone detailing brooch,['white'],[]
7306,Outgear Domain,outgear domain,outgear domain,[],[]
7307,Avaron projekt Bow With Pearl Detailing Brooch,avaron projekt bow with pearl detailing brooch,avaron projekt bow with pearl detailing brooch,[],[]
7308,Mothercare T-Shirt,mothercare tshirt,mothercare tshirt,[],[]
7309,Avaron Projekt Ship With Swarovski Brooch,avaron projekt ship with swarovski brooch,avaron projekt ship with swarovski brooch,[],[]
7310,Mentiezi Blue Maroon Flower Brooch,mentiezi blue maroon flower brooch,mentiezi blue maroon flower brooch,"['maroon', 'blue']",[]
7311,Fashion Point Crystal pandle holding kite Brooch,fashion point crystal pandle holding kite brooch,fashion point crystal pandle holding kite brooch,[],[]
7312,gurjari oxidised kurta button brooch Brooch,gurjari oxidised kurta button brooch brooch,gurjari oxidised kurta button brooch brooch,[],[]
7313,Wi Retail Emblem Brooch,wi retail emblem brooch,wi retail emblem brooch,[],[]
7314,"Outdazzle Designer Vintage for Men's Suit, Jackets, Shirts & Bags Lapel pin 20 Brooch",outdazzle designer vintage for mens suit jackets shirts  bags lapel pin 20 brooch,outdazzle designer vintage for men suit jacket shirt bag lapel pin 20 brooch,[],[]
7315,Max T-Shirt,max tshirt,max tshirt,[],[]
7316,Silver Shoppee Valentine Special Brooch,silver shoppee valentine special brooch,silver shoppee valentine special brooch,['silver'],[]
7317,SENECIO 'S 1Pair Partywear Punk Feather Angel Wings Style Best Gift Collar Pin Gold Plated Unisex Brooch,senecio s 1pair partywear punk feather angel wings style best gift collar pin gold plated unisex brooch,senecio s 1pair partywear punk feather angel wing style best gift collar pin gold plated unisex brooch,['gold'],[]
7318,ANAHI SAREE PIN Brooch,anahi saree pin brooch,anahi saree pin brooch,[],[]
7319,"Outdazzle Designer Military for Men's Suit, Jackets, Shirts & Bags Lapel Pin 05 Brooch",outdazzle designer military for mens suit jackets shirts  bags lapel pin 05 brooch,outdazzle designer military for men suit jacket shirt bag lapel pin 05 brooch,[],[]
7320,Variation Diamond Flowers Brooch,variation diamond flowers brooch,variation diamond flower brooch,[],[]
7321,Shihibas Belly Button Piercing Brooch,shihibas belly button piercing brooch,shihibas belly button piercing brooch,[],[]
