,Unnamed: 0,raw,clean,lemmas,color,gender,keywords,topic_number,new_topics,topic_label
4563,4563,Hotpiper Elegant Cubic Zirconia Yellow Gold Plated Acrylic Necklace,hotpiper elegant cubic zirconia yellow gold plated acrylic necklace,hotpiper elegant cubic zirconia yellow gold plated acrylic necklace,"['yellow', 'gold']",[],elegant cubic acrylic necklace hotpiper elegant ,146,48,jewelry
4564,4564,Tara Lifestyle Dora Printed Art Plastic Pencil Box,tara lifestyle dora printed art plastic pencil box,tara lifestyle dora printed art plastic pencil box,[],[],lifestyle dora pencil box tara lifestyle ,-1,-1,unknown
4565,4565,Indian Charm Brown Beads Bone Necklace,indian charm brown beads bone necklace,indian charm brown bead bone necklace,['brown'],[],charm brown bone necklace indian charm ,162,0,jewelry
4566,4566,French Factor Combo Set,french factor combo set,french factor combo set,[],[],factor combo combo set french factor ,31,15,unknown
4567,4567,IESD Ceramic Necklace,iesd ceramic necklace,iesd ceramic necklace,[],[],iesd ceramic necklace iesd ceramic ,0,0,jewelry
4568,4568,Disney Spider Man Cartoon Art Metal Pencil Box,disney spider man cartoon art metal pencil box,disney spider man cartoon art metal pencil box,[],['man'],spider man pencil box disney spider ,1,1,art
4569,4569,"Indian Charm Multicolor Beads Glass, Metal Necklace",indian charm multicolor beads glass metal necklace,indian charm multicolor bead glass metal necklace,[],[],charm multicolor metal necklace indian charm ,162,0,jewelry
4570,4570,Shopaholic Doraemon Cartoon Art Plastic Pencil Box,shopaholic doraemon cartoon art plastic pencil box,shopaholic doraemon cartoon art plastic pencil box,[],[],doraemon cartoon pencil box shopaholic doraemon ,1,1,art
4571,4571,"Envy 1000 Noir,Nitro Combo Set",envy 1000 noirnitro combo set,envy 1000 noirnitro combo set,[],[],combo set noirnitro combo envy ,31,15,unknown
4572,4572,Gia Crystal Metal Necklace,gia crystal metal necklace,gia crystal metal necklace,[],[],crystal metal metal necklace gia crystal ,226,41,jewelry
4573,4573,Edimax BR6524N N300 Wireless Router,edimax br6524n n300 wireless router,edimax br6524n n300 wireless router,[],[],wireless edimax wireless router ,3,27,electronics
4574,4574,Yardley Lilly Of The Valley and Lace Combo Set,yardley lilly of the valley and lace combo set,yardley lilly of the valley and lace combo set,[],[],lace combo combo set yardley lilly ,124,15,unknown
4575,4575,Tweety School Cartoon Art Polyester Pencil Box,tweety school cartoon art polyester pencil box,tweety school cartoon art polyester pencil box,[],[],school cartoon pencil box tweety school ,1,1,art
4576,4576,Netgear AC2350 Nighthawk X4 Smart WiFi Router (R7500),netgear ac2350 nighthawk x4 smart wifi router r7500,netgear ac2350 nighthawk x4 smart wifi router r7500,[],[],smart wifi nighthawk netgear ,3,27,electronics
4577,4577,Binatone WR3005N3 300 Mbps Wireless N Router,binatone wr3005n3 300 mbps wireless n router,binatone wr3005n3 300 mbps wireless n router,[],[],mbps mbps wireless binatone ,3,27,electronics
4578,4578,Vodafone R206 i,vodafone r206 i,vodafone r206 i,[],[],vodafone ,285,3,home goods
4579,4579,Envoy Wood Necklace,envoy wood necklace,envoy wood necklace,[],[],envoy wood necklace envoy wood ,198,0,jewelry
4580,4580,"Aeoss 300Mbps Wireless -N Multifunction Mini Router Repeater LAN Ports, Wall Powered",aeoss 300mbps wireless n multifunction mini router repeater lan ports wall powered,aeoss 300mbps wireless n multifunction mini router repeater lan port wall powered,[],[],multifunction mini wall powered aeoss ,78,7,clothing
4581,4581,Freshme Fashion Jewellery Rhodium Plated Alloy Necklace,freshme fashion jewellery rhodium plated alloy necklace,freshme fashion jewellery rhodium plated alloy necklace,[],[],fashion jewellery alloy necklace freshme fashion ,0,0,jewelry
4582,4582,ETTI Glass Necklace,etti glass necklace,etti glass necklace,[],[],etti glass necklace etti glass ,73,42,auto
4583,4583,TP-LINK N600 Wireless Dual Band,tplink n600 wireless dual band,tplink n600 wireless dual band,[],[],dual band wireless dual tplink ,3,27,electronics
4584,4584,Jewel Touch Minky Black Feather Tassel Design Alloy Necklace,jewel touch minky black feather tassel design alloy necklace,jewel touch minky black feather tassel design alloy necklace,['black'],[],touch minky alloy necklace jewel touch ,120,25,jewelry
4585,4585,www.thepaper.asia Floral Flower Art Canvas Pencil Box,wwwthepaperasia floral flower art canvas pencil box,wwwthepaperasia floral flower art canvas pencil box,[],[],floral flower pencil box wwwthepaperasia floral ,-1,-1,unknown
4586,4586,Fashionography Fabric Necklace,fashionography fabric necklace,fashionography fabric necklace,[],[],fashionography fabric necklace fashionography fabric ,0,0,jewelry
4587,4587,Netis WF2419 N300 Wireless Router,netis wf2419 n300 wireless router,netis wf2419 n300 wireless router,[],[],wireless netis wireless router ,3,27,electronics
4588,4588,ETTI ESJ86_MULTI Glass Necklace,etti esj86multi glass necklace,etti esj86multi glass necklace,[],[],glass etti glass necklace ,73,42,auto
4589,4589,"Addiction Rio,Hawaii Combo Set",addiction riohawaii combo set,addiction riohawaii combo set,[],[],riohawaii combo combo set addiction riohawaii ,-1,-1,unknown
4590,4590,Cubetek Airmobi iPlay2 Wifi Music Router,cubetek airmobi iplay2 wifi music router,cubetek airmobi iplay2 wifi music router,[],[],music router wifi music cubetek airmobi ,3,27,electronics
4591,4591,"Layer'r Shot Compact Shock,Explode And Turbo Body Spray (Pack Of 3) Combo Set",layerr shot compact shockexplode and turbo body spray pack of 3 combo set,layerr shot compact shockexplode and turbo body spray pack of 3 combo set,[],[],shot compact layerr shot combo set ,-1,-1,unknown
4592,4592,"DressBerry Acrylic, Glass Necklace",dressberry acrylic glass necklace,dressberry acrylic glass necklace,[],[],acrylic glass glass necklace dressberry acrylic ,138,48,jewelry
4593,4593,Denver Black Code Brave Combo Set,denver black code brave combo set,denver black code brave combo set,['black'],[],black code combo set denver black ,85,15,unknown
4594,4594,Jocalia Dazzling Diva Metal Necklace,jocalia dazzling diva metal necklace,jocalia dazzling diva metal necklace,[],[],dazzling diva metal necklace jocalia dazzling ,-1,-1,unknown
4595,4595,Adidas Ice Dive Combo Set,adidas ice dive combo set,adidas ice dive combo set,[],[],ice dive combo set adidas ice ,188,14,womens footwear
4596,4596,Galz4ever Droop Leaf Designer Alloy Necklace,galz4ever droop leaf designer alloy necklace,galz4ever droop leaf designer alloy necklace,[],[],leaf designer alloy necklace droop leaf ,0,0,jewelry
4597,4597,Marvel Spiderman Superhero Art Plastic Pencil Box,marvel spiderman superhero art plastic pencil box,marvel spiderman superhero art plastic pencil box,[],[],spiderman superhero pencil box marvel spiderman ,1,1,art
4598,4598,Etti ESJ115 Stone Necklace,etti esj115 stone necklace,etti esj115 stone necklace,[],[],stone etti stone necklace ,93,0,jewelry
4599,4599,Killer X Flirtatious::Enrgy Combo Set,killer x flirtatiousenrgy combo set,killer x flirtatiousenrgy combo set,[],[],killer flirtatiousenrgy combo combo set ,-1,-1,unknown
4600,4600,Junk Multicolour Flower Brass Necklace,junk multicolour flower brass necklace,junk multicolour flower brass necklace,[],[],multicolour flower brass necklace junk multicolour ,151,0,jewelry
4601,4601,Tara Lifestyle Krishna Printed Art Plastic Pencil Boxes,tara lifestyle krishna printed art plastic pencil boxes,tara lifestyle krishna printed art plastic pencil box,[],[],lifestyle krishna pencil box tara lifestyle ,1,1,art
4602,4602,Etti ESJ16 Glass Necklace,etti esj16 glass necklace,etti esj16 glass necklace,[],[],glass etti glass necklace ,73,42,auto
4603,4603,Homefoster Bone Necklace,homefoster bone necklace,homefoster bone necklace,[],[],homefoster bone necklace homefoster bone ,-1,-1,unknown
4604,4604,Abhika Studio Cute Pattern Animal Art Cloth Pencil Box,abhika studio cute pattern animal art cloth pencil box,abhika studio cute pattern animal art cloth pencil box,[],[],studio cute pencil box abhika studio ,1,1,art
4605,4605,Axe Apollo Combo Set,axe apollo combo set,axe apollo combo set,[],[],apollo combo combo set axe apollo ,31,15,unknown
4606,4606,"Fayon Alloy, Resin Necklace",fayon alloy resin necklace,fayon alloy resin necklace,[],[],alloy resin resin necklace fayon alloy ,0,0,jewelry
4607,4607,Zyxel Amg1312-T10b Wireless N Adsl2 4-Port Gateway with Usb,zyxel amg1312t10b wireless n adsl2 4port gateway with usb,zyxel amg1312t10b wireless n adsl2 4port gateway with usb,[],[],gateway wireless zyxel ,3,27,electronics
4608,4608,Dhrohar Gold Tone Stray Leaves Yellow Gold Plated Alloy Necklace,dhrohar gold tone stray leaves yellow gold plated alloy necklace,dhrohar gold tone stray leaf yellow gold plated alloy necklace,"['yellow', 'gold']",[],tone stray dhrohar gold alloy necklace ,0,0,jewelry
4609,4609,Belkin Basic Surf (N300) Router,belkin basic surf n300 router,belkin basic surf n300 router,[],[],basic surf belkin basic router ,3,27,electronics
4610,4610,Denver Hamilton Pride Combo Set,denver hamilton pride combo set,denver hamilton pride combo set,[],[],hamilton pride combo set denver hamilton ,85,15,unknown
4611,4611,IskiUski Classy Multi Colour Neon Beads Alloy Chain,iskiuski classy multi colour neon beads alloy chain,iskiuski classy multi colour neon bead alloy chain,[],[],classy multi alloy chain iskiuski classy ,0,0,jewelry
4612,4612,Arabian Nights Just Sport Deodorants Combo Set,arabian nights just sport deodorants combo set,arabian night just sport deodorant combo set,[],[],sport deodorant combo set arabian night ,82,-1,unknown
4613,4613,"Park Avenue Entice ,Impact - Sharp Deodorant Spray Combo Set",park avenue entice impact  sharp deodorant spray combo set,park avenue entice impact sharp deodorant spray combo set,[],[],avenue entice combo set park avenue ,153,15,unknown
4614,4614,Fash Blush Forever New Gold Chunk Alloy Necklace,fash blush forever new gold chunk alloy necklace,fash blush forever new gold chunk alloy necklace,['gold'],[],blush forever alloy necklace fash blush ,224,0,jewelry
4615,4615,Gift Island Acrylic Necklace,gift island acrylic necklace,gift island acrylic necklace,[],[],island acrylic acrylic necklace gift island ,138,48,jewelry
4616,4616,Palakz Cartoon Multifunction Art Plastic Pencil Box,palakz cartoon multifunction art plastic pencil box,palakz cartoon multifunction art plastic pencil box,[],[],cartoon multifunction pencil box palakz cartoon ,1,1,art
4617,4617,Junk Acrylic Necklace,junk acrylic necklace,junk acrylic necklace,[],[],junk acrylic necklace junk acrylic ,138,48,jewelry
4618,4618,Nike Original Combo Set,nike original combo set,nike original combo set,[],[],original combo combo set nike original ,188,14,womens footwear
4619,4619,Golden Peacock Cubic Zirconia 24K Yellow Gold Plated Alloy Necklace,golden peacock cubic zirconia 24k yellow gold plated alloy necklace,golden peacock cubic zirconia 24k yellow gold plated alloy necklace,"['yellow', 'gold']",[],yellow gold cubic zirconia golden peacock ,13,41,jewelry
4620,4620,Asus EA-N66 Dual-Band Wireless-N900 Gigabit 3-in-1 AP/Wi-Fi Bridge/Ra,asus ean66 dualband wirelessn900 gigabit 3in1 apwifi bridgera,asus ean66 dualband wirelessn900 gigabit 3in1 apwifi bridgera,[],[],dualband asus apwifi bridgera ,3,27,electronics
4621,4621,Playboy Hollywood And Berlin Combo Set,playboy hollywood and berlin combo set,playboy hollywood and berlin combo set,[],[],berlin combo combo set playboy hollywood ,-1,-1,unknown
4622,4622,Junk Kareena Glass Necklace,junk kareena glass necklace,junk kareena glass necklace,[],[],kareena glass glass necklace junk kareena ,73,42,auto
4623,4623,"Denver Ro Deo,Hamilton Combo Set",denver ro deohamilton combo set,denver ro deohamilton combo set,[],[],denver deohamilton combo combo set ,85,15,unknown
4624,4624,Zyxel NBG 6503 Simultaneous Dual-Band Wireless AC750,zyxel nbg 6503 simultaneous dualband wireless ac750,zyxel nbg 6503 simultaneous dualband wireless ac750,[],[],dualband wireless simultaneous dualband zyxel nbg ,3,27,electronics
4625,4625,Disney Rapunzel Cartoon Art Metal Pencil Box,disney rapunzel cartoon art metal pencil box,disney rapunzel cartoon art metal pencil box,[],[],rapunzel cartoon pencil box disney rapunzel ,1,1,art
4626,4626,"Denver Hamilton,Pride Combo Set",denver hamiltonpride combo set,denver hamiltonpride combo set,[],[],hamiltonpride combo combo set denver hamiltonpride ,85,15,unknown
4627,4627,Yardley Gold and Original Combo Set,yardley gold and original combo set,yardley gold and original combo set,['gold'],[],original combo combo set yardley gold ,124,15,unknown
4628,4628,Itzmyfashion Stunning Square Alloy Necklace,itzmyfashion stunning square alloy necklace,itzmyfashion stunning square alloy necklace,[],[],stunning square alloy necklace itzmyfashion stunning ,0,0,jewelry
4629,4629,"Park Avenue Voyage Deodorant ,Orignal EDP Combo Set",park avenue voyage deodorant orignal edp combo set,park avenue voyage deodorant orignal edp combo set,[],[],avenue voyage combo set park avenue ,153,15,unknown
4630,4630,Legrand Legrand Mylinc 675512 16A 2Way SP Switch 15 Two Way Electrical Switch,legrand legrand mylinc 675512 16a 2way sp switch 15 two way electrical switch,legrand legrand mylinc 675512 16a 2way sp switch 15 two way electrical switch,[],[],switch legrand mylinc electrical switch ,106,10,electronics
4631,4631,Legrand Legrand Myrius 673031 25A Motor Starter White 25 One Way Electrical Switch,legrand legrand myrius 673031 25a motor starter white 25 one way electrical switch,legrand legrand myrius 673031 25a motor starter white 25 one way electrical switch,['white'],[],electrical switch starter white motor starter ,106,10,electronics
4632,4632,"Denver Brave,Hamilton Combo Set",denver bravehamilton combo set,denver bravehamilton combo set,[],[],bravehamilton combo combo set denver bravehamilton ,85,15,unknown
4633,4633,"Jewel Touch Slacks Black Gemstone Decorated Lace Design Fabric, Alloy Necklace",jewel touch slacks black gemstone decorated lace design fabric alloy necklace,jewel touch slack black gemstone decorated lace design fabric alloy necklace,['black'],[],touch slack alloy necklace jewel touch ,120,25,jewelry
4634,4634,Cinthol Rush + Dive + Play Combo Set,cinthol rush  dive  play combo set,cinthol rush dive play combo set,[],[],rush dive combo set cinthol rush ,-1,-1,unknown
4635,4635,Neo Gold Leaf Bear Fancy Art Plastic Pencil Box,neo gold leaf bear fancy art plastic pencil box,neo gold leaf bear fancy art plastic pencil box,['gold'],[],gold leaf pencil box neo gold ,165,1,art
4636,4636,"Engage Rush , Jump Combo Set",engage rush  jump combo set,engage rush jump combo set,[],[],rush jump combo set engage rush ,147,15,unknown
4637,4637,Starmark Bts Musical Art PVC Pencil Box,starmark bts musical art pvc pencil box,starmark bts musical art pvc pencil box,[],[],bts musical pencil box starmark bts ,-1,-1,unknown
4638,4638,Westoindie Christmas Designer Art Plastic Pencil Box,westoindie christmas designer art plastic pencil box,westoindie christmas designer art plastic pencil box,[],[],christmas designer pencil box westoindie christmas ,1,1,art
4639,4639,Junk Brass Necklace,junk brass necklace,junk brass necklace,[],[],junk brass necklace junk brass ,151,0,jewelry
